date,city,death,pm10,tempF,o3,dow,season
1997-02-19,balt,20,24.127071823,57.5,NA,Wednesday,Winter
1997-02-20,balt,26,NA,49.0,NA,Thursday,Winter
1997-02-21,balt,21,2.5631084731,53.0,NA,Friday,Winter
1997-02-22,balt,20,NA,56.5,NA,Saturday,Winter
1997-02-23,balt,16,-15.58563536,42.0,NA,Sunday,Winter
1997-02-24,balt,14,NA,43.5,NA,Monday,Winter
1997-02-25,balt,8,-7.629834254,34.0,NA,Tuesday,Winter
1997-02-26,balt,21,NA,42.0,NA,Wednesday,Winter
1997-02-27,balt,19,-5.436880615,62.0,NA,Thursday,Winter
1997-02-28,balt,12,NA,53.0,NA,Friday,Winter
1997-03-01,balt,15,-11.33701657,47.5,NA,Saturday,Winter
1997-03-02,balt,23,NA,60.0,NA,Sunday,Winter
1997-03-03,balt,17,-17.30939227,43.0,NA,Monday,Winter
1997-03-04,balt,19,NA,41.0,NA,Tuesday,Winter
1997-03-05,balt,18,-11.20246365,45.5,NA,Wednesday,Winter
1997-03-06,balt,14,NA,44.5,NA,Thursday,Winter
1997-03-07,balt,16,-1.232044199,36.5,NA,Friday,Winter
1997-03-08,balt,20,NA,46.5,NA,Saturday,Winter
1997-03-09,balt,22,-14.27071823,37.5,NA,Sunday,Winter
1997-03-10,balt,19,NA,47.5,NA,Monday,Winter
1997-03-11,balt,22,-1.091918003,47.0,NA,Tuesday,Winter
1997-03-12,balt,26,NA,38.5,NA,Wednesday,Winter
1997-03-13,balt,20,-7.121546961,37.0,NA,Thursday,Winter
1997-03-14,balt,24,NA,46.0,NA,Friday,Winter
1997-03-15,balt,12,-16.17679558,43.0,NA,Saturday,Winter
1997-03-16,balt,16,NA,32.5,NA,Sunday,Winter
1997-03-17,balt,20,-0.421890996,38.0,NA,Monday,Winter
1997-03-18,balt,17,NA,49.5,NA,Tuesday,Winter
1997-03-19,balt,26,-5.519337017,37.5,NA,Wednesday,Winter
1997-03-20,balt,18,NA,44.5,NA,Thursday,Winter
1997-03-21,balt,25,10.35359116,47.0,NA,Friday,Winter
1997-03-22,balt,11,NA,52.5,NA,Saturday,Winter
1997-03-23,balt,20,-17.97610367,39.0,NA,Sunday,Winter
1997-03-24,balt,21,NA,39.5,NA,Monday,Winter
1997-03-25,balt,16,-8.563535912,43.5,NA,Tuesday,Winter
1997-03-26,balt,19,NA,49.5,NA,Wednesday,Winter
1997-03-27,balt,23,-5.563535912,51.5,NA,Thursday,Winter
1997-03-28,balt,31,NA,56.0,NA,Friday,Winter
1997-03-29,balt,18,-0.47198803,64.0,NA,Saturday,Winter
1997-03-30,balt,12,NA,60.0,NA,Sunday,Winter
1997-03-31,balt,22,-6.546961326,43.5,NA,Monday,Winter
1997-04-01,balt,15,NA,46.5,8.4961361642,Tuesday,Spring
1997-04-02,balt,15,-5.491712707,52.5,5.9384434526,Wednesday,Spring
1997-04-03,balt,35,NA,56.0,-5.810952683,Thursday,Spring
1997-04-04,balt,15,10.058933037,62.5,-20.21146813,Friday,Spring
1997-04-05,balt,27,NA,57.5,NA,Saturday,Spring
1997-04-06,balt,21,-10.64640884,58.0,NA,Sunday,Spring
1997-04-07,balt,23,NA,61.5,13.059689351,Monday,Spring
1997-04-08,balt,21,8.1160220994,52.5,3.9157826339,Tuesday,Spring
1997-04-09,balt,10,NA,39.0,5.9082649556,Wednesday,Spring
1997-04-10,balt,14,-10.22862524,38.5,0.7384914486,Thursday,Spring
1997-04-11,balt,19,NA,44.0,-20.3201697,Friday,Spring
1997-04-12,balt,17,-9.049723757,49.5,-17.44879289,Saturday,Spring
1997-04-13,balt,20,NA,54.5,-1.927208592,Sunday,Spring
1997-04-14,balt,22,-10.16022099,48.0,7.3551585576,Monday,Spring
1997-04-15,balt,21,NA,47.5,-2.995814946,Tuesday,Spring
1997-04-16,balt,17,11.061089622,50.5,-3.360856474,Wednesday,Spring
1997-04-17,balt,20,NA,50.5,-3.229607662,Thursday,Spring
1997-04-18,balt,15,3.1657458564,45.5,2.0634288108,Friday,Spring
1997-04-19,balt,22,NA,50.0,8.9194894169,Saturday,Spring
1997-04-20,balt,23,-10.72375691,51.0,7.5287714305,Sunday,Spring
1997-04-21,balt,21,NA,45.5,-11.94292012,Monday,Spring
1997-04-22,balt,18,4.6395105659,49.0,-4.951979662,Tuesday,Spring
1997-04-23,balt,20,NA,50.5,-6.857291217,Wednesday,Spring
1997-04-24,balt,12,-8.972375691,54.0,1.9422320562,Thursday,Spring
1997-04-25,balt,19,NA,55.0,-3.969258166,Friday,Spring
1997-04-26,balt,23,-7.977777778,56.0,1.5728659742,Saturday,Spring
1997-04-27,balt,17,NA,53.0,0.4161789668,Sunday,Spring
1997-04-28,balt,12,-10.69157088,58.5,2.0033192735,Monday,Spring
1997-04-29,balt,15,NA,57.0,2.9512188744,Tuesday,Spring
1997-04-30,balt,20,13.911111111,57.5,-0.74117609,Wednesday,Spring
1997-05-01,balt,14,NA,67.5,7.2276242323,Thursday,Spring
1997-05-02,balt,21,-5.205555556,59.0,2.2505273339,Friday,Spring
1997-05-03,balt,16,NA,66.5,1.2088606673,Saturday,Spring
1997-05-04,balt,20,-13.55284895,57.0,8.8338606673,Sunday,Spring
1997-05-05,balt,19,NA,53.0,7.2505273339,Monday,Spring
1997-05-06,balt,15,20.737430168,63.0,10.625527334,Tuesday,Spring
1997-05-07,balt,18,NA,54.0,1.0005273339,Wednesday,Spring
1997-05-08,balt,19,-1.219101124,48.5,-5.166139333,Thursday,Spring
1997-05-09,balt,22,NA,54.5,-15.74947267,Friday,Spring
1997-05-10,balt,25,-16.08690557,53.0,-9.749472666,Saturday,Spring
1997-05-11,balt,20,NA,56.0,1.5421940006,Sunday,Spring
1997-05-12,balt,16,9.7528089888,63.0,4.8755273339,Monday,Spring
1997-05-13,balt,25,NA,54.0,-4.707805999,Tuesday,Spring
1997-05-14,balt,12,-3.303370787,57.0,-2.999472666,Wednesday,Spring
1997-05-15,balt,23,NA,65.0,10.833860667,Thursday,Spring
1997-05-16,balt,18,0.2210122036,55.5,-6.124472666,Friday,Spring
1997-05-17,balt,17,NA,61.0,-7.791139333,Saturday,Spring
1997-05-18,balt,21,-0.162921348,61.0,7.6255273339,Sunday,Spring
1997-05-19,balt,18,NA,74.5,9.5421940006,Monday,Spring
1997-05-20,balt,25,-0.185393258,68.0,11.170981879,Tuesday,Spring
1997-05-21,balt,23,NA,53.5,3.7088606673,Wednesday,Spring
1997-05-22,balt,15,-6.850934443,56.5,0.7559621165,Thursday,Spring
1997-05-23,balt,17,NA,57.5,1.2088606673,Friday,Spring
1997-05-24,balt,20,5.6685393258,64.5,11.583860667,Saturday,Spring
1997-05-25,balt,8,NA,65.5,3.1255273339,Sunday,Spring
1997-05-26,balt,27,-12.36516854,64.5,11.708860667,Monday,Spring
1997-05-27,balt,22,NA,58.0,-1.216577929,Tuesday,Spring
1997-05-28,balt,20,-6.370730874,55.5,NA,Wednesday,Spring
1997-05-29,balt,14,NA,56.0,NA,Thursday,Spring
1997-05-30,balt,16,-9.539325843,64.5,NA,Friday,Spring
1997-05-31,balt,18,NA,67.0,NA,Saturday,Spring
1997-06-01,balt,16,-17.54494382,68.5,NA,Sunday,Spring
1997-06-02,balt,21,NA,62.0,-0.143703435,Monday,Spring
1997-06-03,balt,12,-15.59167455,54.5,-10.832806,Tuesday,Spring
1997-06-04,balt,18,NA,59.0,-6.783563575,Wednesday,Spring
1997-06-05,balt,12,-5.584269663,58.0,-0.900788456,Thursday,Spring
1997-06-06,balt,12,NA,56.5,-2.749472666,Friday,Spring
1997-06-07,balt,11,-16.51123596,57.0,-4.666139333,Saturday,Spring
1997-06-08,balt,20,NA,59.0,4.9733534209,Sunday,Spring
1997-06-09,balt,23,-0.455608768,62.0,-0.499472666,Monday,Spring
1997-06-10,balt,20,NA,71.0,11.45161429,Tuesday,Spring
1997-06-11,balt,25,11.384180791,70.0,10.016831682,Wednesday,Spring
1997-06-12,balt,14,NA,73.0,16.583860667,Thursday,Spring
1997-06-13,balt,18,0.406779661,75.5,-6.332805999,Friday,Spring
1997-06-14,balt,15,NA,70.5,1.534618243,Saturday,Spring
1997-06-15,balt,16,-11.01168907,69.0,9.2921940006,Sunday,Spring
1997-06-16,balt,17,NA,65.5,7.1255273339,Monday,Spring
1997-06-17,balt,15,6.1355932203,71.0,8.8755273339,Tuesday,Spring
1997-06-18,balt,19,NA,78.0,-5.765777014,Wednesday,Spring
1997-06-19,balt,11,2.9435028249,75.5,5.1493368577,Thursday,Spring
1997-06-20,balt,22,NA,74.5,28.26189097,Friday,Spring
1997-06-21,balt,21,21.111221029,79.0,40.458860667,Saturday,Spring
1997-06-22,balt,18,NA,83.0,18.458860667,Sunday,Spring
1997-06-23,balt,10,11.81920904,77.0,7.2921940006,Monday,Spring
1997-06-24,balt,22,NA,78.5,14.125527334,Tuesday,Spring
1997-06-25,balt,13,33.926553672,83.5,25.500527334,Wednesday,Spring
1997-06-26,balt,18,NA,83.5,12.458860667,Thursday,Spring
1997-06-27,balt,21,3.0716622064,75.0,5.5421940006,Friday,Spring
1997-06-28,balt,16,NA,72.5,7.5421940006,Saturday,Spring
1997-06-29,balt,21,-8.926553672,74.0,17.208860667,Sunday,Spring
1997-06-30,balt,23,NA,68.5,-0.624472666,Monday,Spring
1997-07-01,balt,15,-7.836158192,75.0,-15.17447267,Tuesday,Summer
1997-07-02,balt,21,NA,74.5,-13.582806,Wednesday,Summer
1997-07-03,balt,25,1.4850181598,83.0,9.9171940006,Thursday,Summer
1997-07-04,balt,13,NA,80.0,15.333860667,Friday,Summer
1997-07-05,balt,11,-9.845714286,75.5,1.5838606673,Saturday,Summer
1997-07-06,balt,21,NA,71.5,16.667194001,Sunday,Summer
1997-07-07,balt,19,24.091428571,76.0,11.542194001,Monday,Summer
1997-07-08,balt,28,NA,75.5,29.250527334,Tuesday,Summer
1997-07-09,balt,13,18.704125616,79.5,22.45161429,Wednesday,Summer
1997-07-10,balt,19,NA,73.5,2.0421940006,Thursday,Summer
1997-07-11,balt,23,2.063583815,72.0,2.4516142904,Friday,Summer
1997-07-12,balt,18,NA,75.5,17.500527334,Saturday,Summer
1997-07-13,balt,12,23.005780347,80.0,29.250527334,Sunday,Summer
1997-07-14,balt,14,NA,83.0,43.750527334,Monday,Summer
1997-07-15,balt,19,63.454709642,83.5,34.958860667,Tuesday,Summer
1997-07-16,balt,18,NA,85.0,24.000527334,Wednesday,Summer
1997-07-17,balt,17,29.0,84.0,25.250527334,Thursday,Summer
1997-07-18,balt,24,NA,84.5,23.799440377,Friday,Summer
1997-07-19,balt,16,-0.941520468,79.5,17.625527334,Saturday,Summer
1997-07-20,balt,10,NA,73.5,5.7088606673,Sunday,Summer
1997-07-21,balt,11,19.226694915,77.5,13.667194001,Monday,Summer
1997-07-22,balt,16,NA,78.0,14.708860667,Tuesday,Summer
1997-07-23,balt,19,-14.86982249,69.5,-9.499472666,Wednesday,Summer
1997-07-24,balt,21,NA,66.0,-15.832806,Thursday,Summer
1997-07-25,balt,13,-6.834319527,73.5,-2.541139333,Friday,Summer
1997-07-26,balt,15,NA,76.5,17.375527334,Saturday,Summer
1997-07-27,balt,20,28.865934982,84.0,21.917194001,Sunday,Summer
1997-07-28,balt,17,NA,84.5,16.92987516,Monday,Summer
1997-07-29,balt,17,-2.982035928,77.5,7.0838606673,Tuesday,Summer
1997-07-30,balt,11,NA,70.0,5.0838606673,Wednesday,Summer
1997-07-31,balt,13,12.958083832,71.0,8.8338606673,Thursday,Summer
1997-08-01,balt,20,NA,76.0,17.542194001,Friday,Summer
1997-08-02,balt,26,8.1639344262,76.0,14.500527334,Saturday,Summer
1997-08-03,balt,13,NA,80.5,22.583860667,Sunday,Summer
1997-08-04,balt,18,-2.115151515,75.0,-9.291139333,Monday,Summer
1997-08-05,balt,26,NA,70.5,-2.207805999,Tuesday,Summer
1997-08-06,balt,21,-0.024242424,68.5,-3.541139333,Wednesday,Summer
1997-08-07,balt,15,NA,69.0,0.0838606673,Thursday,Summer
1997-08-08,balt,17,8.9355326877,70.0,9.2088606673,Friday,Summer
1997-08-09,balt,23,NA,73.0,25.333860667,Saturday,Summer
1997-08-10,balt,10,6.9202453988,76.0,23.750527334,Sunday,Summer
1997-08-11,balt,18,NA,75.5,9.5005273339,Monday,Summer
1997-08-12,balt,18,22.748466258,79.5,23.042194001,Tuesday,Summer
1997-08-13,balt,15,NA,81.0,9.2255273339,Wednesday,Summer
1997-08-14,balt,15,3.546352413,77.5,-0.809255275,Thursday,Summer
1997-08-15,balt,21,NA,78.0,6.4826701911,Friday,Summer
1997-08-16,balt,12,7.6956521739,87.5,12.125527334,Saturday,Summer
1997-08-17,balt,20,NA,85.5,13.000527334,Sunday,Summer
1997-08-18,balt,19,-8.298136646,71.5,-11.41613933,Monday,Summer
1997-08-19,balt,15,NA,67.5,-17.24947267,Tuesday,Summer
1997-08-20,balt,9,-10.3442623,67.5,-5.930028222,Wednesday,Summer
1997-08-21,balt,16,NA,75.0,-4.707805999,Thursday,Summer
1997-08-22,balt,23,-2.169811321,70.5,-4.416139333,Friday,Summer
1997-08-23,balt,16,NA,68.5,-14.16613933,Saturday,Summer
1997-08-24,balt,14,-10.08805031,67.5,-0.332805999,Sunday,Summer
1997-08-25,balt,22,NA,70.0,-2.541139333,Monday,Summer
1997-08-26,balt,18,6.0374919545,72.0,6.1472664644,Tuesday,Summer
1997-08-27,balt,11,NA,72.0,-2.874472666,Wednesday,Summer
1997-08-28,balt,20,1.7452229299,77.0,-2.041139333,Thursday,Summer
1997-08-29,balt,16,NA,73.0,-9.263361555,Friday,Summer
1997-08-30,balt,22,-7.324840764,71.0,-4.416139333,Saturday,Summer
1997-08-31,balt,24,NA,72.0,4.6255273339,Sunday,Summer
1997-09-01,balt,15,7.0746040567,77.5,8.6255273339,Monday,Summer
1997-09-02,balt,12,NA,77.0,7.2255273339,Tuesday,Summer
1997-09-03,balt,26,-2.535483871,67.0,-12.63534223,Wednesday,Summer
1997-09-04,balt,17,NA,61.5,-12.24947267,Thursday,Summer
1997-09-05,balt,23,-2.561290323,63.0,-9.916139333,Friday,Summer
1997-09-06,balt,12,NA,64.5,-11.0108363,Saturday,Summer
1997-09-07,balt,17,4.6993176315,71.5,7.4171940006,Sunday,Summer
1997-09-08,balt,16,NA,72.0,1.8982546066,Monday,Summer
1997-09-09,balt,14,12.307189542,71.5,11.167194001,Tuesday,Summer
1997-09-10,balt,15,NA,73.5,-4.999472666,Wednesday,Summer
1997-09-11,balt,18,-10.77124183,70.0,-15.32184109,Thursday,Summer
1997-09-12,balt,15,NA,70.0,-4.930028222,Friday,Summer
1997-09-13,balt,20,-5.059152542,70.0,-4.291139333,Saturday,Summer
1997-09-14,balt,18,NA,70.0,-8.124472666,Sunday,Summer
1997-09-15,balt,26,16.039735099,71.5,-5.749472666,Monday,Summer
1997-09-16,balt,15,NA,70.5,-3.374472666,Tuesday,Summer
1997-09-17,balt,24,33.105960265,72.5,5.1969559053,Wednesday,Summer
1997-09-18,balt,9,NA,70.0,-5.582805999,Thursday,Summer
1997-09-19,balt,13,12.053333333,69.0,-3.147199939,Friday,Summer
1997-09-20,balt,20,NA,76.5,-7.329018121,Saturday,Summer
1997-09-21,balt,13,-18.89261745,57.5,-12.12447267,Sunday,Summer
1997-09-22,balt,21,NA,57.0,-15.93969006,Monday,Summer
1997-09-23,balt,22,-0.006711409,62.0,-16.582806,Tuesday,Summer
1997-09-24,balt,20,NA,51.5,-22.957806,Wednesday,Summer
1997-09-25,balt,17,-2.363457207,55.5,-25.207806,Thursday,Summer
1997-09-26,balt,12,NA,64.5,-14.5323674,Friday,Summer
1997-09-27,balt,19,-13.13605442,62.5,-14.207806,Saturday,Summer
1997-09-28,balt,13,NA,62.5,-6.707805999,Sunday,Summer
1997-09-29,balt,21,-11.25170068,70.0,-10.75542505,Monday,Summer
1997-09-30,balt,17,NA,67.5,-17.24947267,Tuesday,Summer
1997-10-01,balt,12,-12.57356653,56.0,-21.52447267,Wednesday,Autumn
1997-10-02,balt,14,NA,50.0,-22.41613933,Thursday,Autumn
1997-10-03,balt,19,-4.372413793,57.0,-16.05868319,Friday,Autumn
1997-10-04,balt,18,NA,68.0,-2.183996476,Saturday,Autumn
1997-10-05,balt,26,14.924137931,70.0,-1.999472666,Sunday,Autumn
1997-10-06,balt,19,NA,75.5,1.8755273339,Monday,Autumn
1997-10-07,balt,14,29.203551913,72.5,-5.89828219,Tuesday,Autumn
1997-10-08,balt,13,NA,70.5,-17.02664658,Wednesday,Autumn
1997-10-09,balt,15,3.8741258741,71.5,-8.939690057,Thursday,Autumn
1997-10-10,balt,18,NA,74.5,-4.89828219,Friday,Autumn
1997-10-11,balt,13,-6.084507042,59.0,-11.74947267,Saturday,Autumn
1997-10-12,balt,18,NA,57.0,-3.759088051,Sunday,Autumn
1997-10-13,balt,29,2.9830508475,60.5,-9.241139333,Monday,Autumn
1997-10-14,balt,20,NA,68.0,-13.05629085,Tuesday,Autumn
1997-10-15,balt,14,-17.25,56.5,-14.91613933,Wednesday,Autumn
1997-10-16,balt,10,NA,59.0,-9.157081362,Thursday,Autumn
1997-10-17,balt,18,-11.10714286,54.0,-22.6125679,Friday,Autumn
1997-10-18,balt,17,NA,57.0,-17.32901812,Saturday,Autumn
1997-10-19,balt,14,-8.880244512,50.0,-22.28751614,Sunday,Autumn
1997-10-20,balt,18,NA,54.5,-11.19265448,Monday,Autumn
1997-10-21,balt,22,8.8043478261,50.0,-19.42447267,Tuesday,Autumn
1997-10-22,balt,16,NA,44.0,-19.94590124,Wednesday,Autumn
1997-10-23,balt,16,4.7391304348,40.5,-20.67882049,Thursday,Autumn
1997-10-24,balt,20,NA,43.5,-28.13917855,Friday,Autumn
1997-10-25,balt,21,-14.29688802,53.5,-18.5108363,Saturday,Autumn
1997-10-26,balt,25,NA,46.0,-28.69026214,Sunday,Autumn
1997-10-27,balt,22,20.580882353,53.5,-25.87447267,Monday,Autumn
1997-10-28,balt,18,NA,41.0,-25.77447267,Tuesday,Autumn
1997-10-29,balt,18,1.4411764706,44.5,-28.582806,Wednesday,Autumn
1997-10-30,balt,23,NA,49.5,-28.37447267,Thursday,Autumn
1997-10-31,balt,21,12.863712142,49.5,-25.15708136,Friday,Autumn
1997-11-01,balt,19,NA,60.0,NA,Saturday,Autumn
1997-11-02,balt,28,NA,49.5,NA,Sunday,Autumn
1997-11-03,balt,17,NA,50.0,NA,Monday,Autumn
1997-11-04,balt,13,-10.57462687,44.5,NA,Tuesday,Autumn
1997-11-05,balt,15,NA,41.0,NA,Wednesday,Autumn
1997-11-06,balt,28,-8.540983607,43.0,NA,Thursday,Autumn
1997-11-07,balt,16,NA,49.5,NA,Friday,Autumn
1997-11-08,balt,22,-22.46212121,49.5,NA,Saturday,Autumn
1997-11-09,balt,21,NA,48.5,NA,Sunday,Autumn
1997-11-10,balt,12,-7.446969697,45.0,NA,Monday,Autumn
1997-11-11,balt,24,NA,47.5,NA,Tuesday,Autumn
1997-11-12,balt,20,-12.05840164,42.5,NA,Wednesday,Autumn
1997-11-13,balt,16,NA,34.5,NA,Thursday,Autumn
1997-11-14,balt,14,-20.43076923,38.0,NA,Friday,Autumn
1997-11-15,balt,21,NA,40.0,NA,Saturday,Autumn
1997-11-16,balt,18,-20.70769231,37.0,NA,Sunday,Autumn
1997-11-17,balt,19,NA,36.0,NA,Monday,Autumn
1997-11-18,balt,22,4.1629619339,33.0,NA,Tuesday,Autumn
1997-11-19,balt,18,NA,37.5,NA,Wednesday,Autumn
1997-11-20,balt,15,22.25,43.0,NA,Thursday,Autumn
1997-11-21,balt,23,NA,45.5,NA,Friday,Autumn
1997-11-22,balt,17,-8.625,50.5,NA,Saturday,Autumn
1997-11-23,balt,19,NA,43.0,NA,Sunday,Autumn
1997-11-24,balt,16,-14.05241588,35.5,NA,Monday,Autumn
1997-11-25,balt,15,NA,34.0,NA,Tuesday,Autumn
1997-11-26,balt,20,20.285714286,48.0,NA,Wednesday,Autumn
1997-11-27,balt,19,NA,44.5,NA,Thursday,Autumn
1997-11-28,balt,11,2.0952380952,43.5,NA,Friday,Autumn
1997-11-29,balt,23,NA,51.0,NA,Saturday,Autumn
1997-11-30,balt,20,-2.662162162,49.5,NA,Sunday,Autumn
1997-12-01,balt,17,NA,43.0,NA,Monday,Autumn
1997-12-02,balt,19,-4.161290323,41.0,NA,Tuesday,Autumn
1997-12-03,balt,19,NA,38.5,NA,Wednesday,Autumn
1997-12-04,balt,17,-3.306451613,52.0,NA,Thursday,Autumn
1997-12-05,balt,18,NA,39.0,NA,Friday,Autumn
1997-12-06,balt,20,-19.87343255,34.5,NA,Saturday,Autumn
1997-12-07,balt,13,NA,37.5,NA,Sunday,Autumn
1997-12-08,balt,22,-4.532786885,37.5,NA,Monday,Autumn
1997-12-09,balt,27,NA,33.5,NA,Tuesday,Autumn
1997-12-10,balt,13,NA,40.0,NA,Wednesday,Autumn
1997-12-11,balt,9,NA,41.0,NA,Thursday,Autumn
1997-12-12,balt,13,-7.8735363,39.0,NA,Friday,Autumn
1997-12-13,balt,18,NA,35.5,NA,Saturday,Autumn
1997-12-14,balt,20,-13.425,36.5,NA,Sunday,Autumn
1997-12-15,balt,16,NA,34.5,NA,Monday,Autumn
1997-12-16,balt,26,15.541666667,44.5,NA,Tuesday,Autumn
1997-12-17,balt,16,NA,43.5,NA,Wednesday,Autumn
1997-12-18,balt,22,7.8608968177,37.5,NA,Thursday,Autumn
1997-12-19,balt,22,NA,43.0,NA,Friday,Autumn
1997-12-20,balt,11,14.576271186,45.5,NA,Saturday,Autumn
1997-12-21,balt,18,NA,34.5,NA,Sunday,Autumn
1997-12-22,balt,16,-12.48305085,31.5,NA,Monday,Autumn
1997-12-23,balt,21,NA,42.0,NA,Tuesday,Autumn
1997-12-24,balt,13,-11.78282191,38.0,NA,Wednesday,Autumn
1997-12-25,balt,16,NA,48.5,NA,Thursday,Autumn
1997-12-26,balt,19,-14.12931034,40.5,NA,Friday,Autumn
1997-12-27,balt,22,NA,33.5,NA,Saturday,Autumn
1997-12-28,balt,14,-16.99137931,31.5,NA,Sunday,Autumn
1997-12-29,balt,16,NA,30.5,NA,Monday,Autumn
1997-12-30,balt,11,-16.03528154,36.5,NA,Tuesday,Autumn
1997-12-31,balt,30,NA,28.5,NA,Wednesday,Autumn
1998-01-01,balt,22,NA,26.0,NA,Thursday,Winter
1998-01-02,balt,28,NA,47.0,NA,Friday,Winter
1998-01-03,balt,16,NA,49.0,NA,Saturday,Winter
1998-01-04,balt,24,NA,54.0,NA,Sunday,Winter
1998-01-05,balt,20,8.1848754931,49.0,NA,Monday,Winter
1998-01-06,balt,24,NA,56.0,NA,Tuesday,Winter
1998-01-07,balt,21,NA,59.0,NA,Wednesday,Winter
1998-01-08,balt,19,NA,63.0,NA,Thursday,Winter
1998-01-09,balt,19,NA,53.0,NA,Friday,Winter
1998-01-10,balt,13,NA,41.0,NA,Saturday,Winter
1998-01-11,balt,28,-4.237271083,40.0,NA,Sunday,Winter
1998-01-12,balt,21,NA,33.0,NA,Monday,Winter
1998-01-13,balt,15,NA,44.0,NA,Tuesday,Winter
1998-01-14,balt,24,NA,30.0,NA,Wednesday,Winter
1998-01-15,balt,27,NA,35.0,NA,Thursday,Winter
1998-01-16,balt,22,NA,40.0,NA,Friday,Winter
1998-01-17,balt,23,-11.12535097,39.0,NA,Saturday,Winter
1998-01-18,balt,14,NA,37.0,NA,Sunday,Winter
1998-01-19,balt,25,NA,36.0,NA,Monday,Winter
1998-01-20,balt,10,NA,34.0,NA,Tuesday,Winter
1998-01-21,balt,22,NA,32.0,NA,Wednesday,Winter
1998-01-22,balt,26,NA,32.0,NA,Thursday,Winter
1998-01-23,balt,19,-15.8332587,43.0,NA,Friday,Winter
1998-01-24,balt,26,NA,42.0,NA,Saturday,Winter
1998-01-25,balt,17,NA,35.0,NA,Sunday,Winter
1998-01-26,balt,19,NA,34.0,NA,Monday,Winter
1998-01-27,balt,22,NA,36.0,NA,Tuesday,Winter
1998-01-28,balt,23,NA,39.0,NA,Wednesday,Winter
1998-01-29,balt,23,2.3740833443,43.0,NA,Thursday,Winter
1998-01-30,balt,20,NA,41.0,NA,Friday,Winter
1998-01-31,balt,26,NA,36.0,NA,Saturday,Winter
1998-02-01,balt,21,NA,36.0,NA,Sunday,Winter
1998-02-02,balt,28,NA,36.0,NA,Monday,Winter
1998-02-03,balt,18,NA,41.0,NA,Tuesday,Winter
1998-02-04,balt,23,-7.67749936,40.0,NA,Wednesday,Winter
1998-02-05,balt,25,NA,40.0,NA,Thursday,Winter
1998-02-06,balt,32,NA,42.0,NA,Friday,Winter
1998-02-07,balt,20,NA,42.0,NA,Saturday,Winter
1998-02-08,balt,23,NA,39.0,NA,Sunday,Winter
1998-02-09,balt,18,NA,36.0,NA,Monday,Winter
1998-02-10,balt,22,22.993546067,40.0,NA,Tuesday,Winter
1998-02-11,balt,14,NA,40.0,NA,Wednesday,Winter
1998-02-12,balt,19,NA,49.0,NA,Thursday,Winter
1998-02-13,balt,23,NA,39.0,NA,Friday,Winter
1998-02-14,balt,15,NA,33.0,NA,Saturday,Winter
1998-02-15,balt,16,NA,31.0,NA,Sunday,Winter
1998-02-16,balt,21,-15.28443804,33.0,NA,Monday,Winter
1998-02-17,balt,29,NA,48.0,NA,Tuesday,Winter
1998-02-18,balt,26,NA,54.0,NA,Wednesday,Winter
1998-02-19,balt,19,NA,46.0,NA,Thursday,Winter
1998-02-20,balt,19,NA,41.0,NA,Friday,Winter
1998-02-21,balt,7,NA,48.0,NA,Saturday,Winter
1998-02-22,balt,22,-16.76050923,42.0,NA,Sunday,Winter
1998-02-23,balt,20,NA,42.0,NA,Monday,Winter
1998-02-24,balt,16,NA,42.0,NA,Tuesday,Winter
1998-02-25,balt,27,NA,48.0,NA,Wednesday,Winter
1998-02-26,balt,29,NA,49.0,NA,Thursday,Winter
1998-02-27,balt,15,NA,46.0,NA,Friday,Winter
1998-02-28,balt,16,1.3558925897,50.0,NA,Saturday,Winter
1998-03-01,balt,21,NA,50.0,NA,Sunday,Winter
1998-03-02,balt,22,NA,47.0,NA,Monday,Winter
1998-03-03,balt,21,NA,38.0,NA,Tuesday,Winter
1998-03-04,balt,17,NA,40.0,NA,Wednesday,Winter
1998-03-05,balt,21,NA,38.0,NA,Thursday,Winter
1998-03-06,balt,16,-10.02667838,38.0,NA,Friday,Winter
1998-03-07,balt,19,NA,45.0,NA,Saturday,Winter
1998-03-08,balt,22,NA,47.0,NA,Sunday,Winter
1998-03-09,balt,29,NA,60.0,NA,Monday,Winter
1998-03-10,balt,19,NA,39.0,NA,Tuesday,Winter
1998-03-11,balt,25,NA,29.0,NA,Wednesday,Winter
1998-03-12,balt,29,-12.27615144,28.0,NA,Thursday,Winter
1998-03-13,balt,9,NA,29.0,NA,Friday,Winter
1998-03-14,balt,25,NA,45.0,NA,Saturday,Winter
1998-03-15,balt,15,NA,36.0,NA,Sunday,Winter
1998-03-16,balt,27,NA,36.0,NA,Monday,Winter
1998-03-17,balt,13,NA,34.0,NA,Tuesday,Winter
1998-03-18,balt,20,-14.55032607,41.0,NA,Wednesday,Winter
1998-03-19,balt,26,NA,51.0,NA,Thursday,Winter
1998-03-20,balt,12,NA,45.0,NA,Friday,Winter
1998-03-21,balt,17,NA,38.0,NA,Saturday,Winter
1998-03-22,balt,10,NA,39.0,NA,Sunday,Winter
1998-03-23,balt,23,NA,39.0,NA,Monday,Winter
1998-03-24,balt,12,-4.086925639,37.0,NA,Tuesday,Winter
1998-03-25,balt,22,NA,39.0,NA,Wednesday,Winter
1998-03-26,balt,19,NA,57.0,NA,Thursday,Winter
1998-03-27,balt,26,NA,72.0,NA,Friday,Winter
